"id","chore_id","user_id","points","created_at"
"964","77","2","-536","2014-03-26 00:00:00"
"965","82","2","-429","2014-03-26 00:00:00"
"966","26","1","171","2014-03-26 00:00:00"
"967","29","1","429","2014-03-26 00:00:00"
"968","28","1","100","2014-03-26 00:00:00"
"969","45","1","229","2014-03-26 00:00:00"
"970","86","1","571","2014-03-26 00:00:00"
"971","70","1","300","2014-03-26 00:00:00"
"972","25","1","1000","2014-03-26 00:00:00"
"973","38","1","250","2014-03-26 00:00:00"
"974","38","1","0","2014-03-26 00:00:00"
"975","13","1","4500","2014-03-26 00:00:00"
"976","73","1","-517","2014-03-27 00:00:00"
"977","77","1","-572","2014-03-27 00:00:00"
"978","81","1","-150","2014-03-27 00:00:00"
"979","72","2","-400","2014-03-27 00:00:00"
"980","87","2","-150","2014-03-27 00:00:00"
"981","72","1","800","2014-03-27 00:00:00"
"982","13","1","1500","2014-03-27 00:00:00"
"983","87","1","300","2014-03-27 00:00:00"
"984","25","1","500","2014-03-27 00:00:00"
"985","31","1","167","2014-03-27 00:00:00"
"986","41","1","375","2014-03-27 00:00:00"
"987","27","1","429","2014-03-27 00:00:00"
"988","14","1","-250","2014-03-28 00:00:00"
"989","44","1","-250","2014-03-28 00:00:00"
"990","52","1","-500","2014-03-28 00:00:00"
"991","88","1","-250","2014-03-28 00:00:00"
"992","89","1","-100","2014-03-28 00:00:00"
"993","81","2","-172","2014-03-28 00:00:00"
"994","14","1","-286","2014-03-29 00:00:00"
"995","16","1","-175","2014-03-29 00:00:00"
"996","25","1","-500","2014-03-29 00:00:00"
"997","44","1","-286","2014-03-29 00:00:00"
"998","70","1","-150","2014-03-29 00:00:00"
"999","72","1","-200","2014-03-29 00:00:00"
"1000","81","1","-193","2014-03-29 00:00:00"
"1001","87","1","-100","2014-03-29 00:00:00"
"1002","88","1","-286","2014-03-29 00:00:00"
"1003","89","1","-115","2014-03-29 00:00:00"
"1004","13","2","-1500","2014-03-29 00:00:00"
"1005","52","2","-572","2014-03-29 00:00:00"
"1006","64","2","-250","2014-03-29 00:00:00"
"1007","25","2","1000","2014-03-29 00:00:00"
"1008","16","2","350","2014-03-29 00:00:00"
"1009","87","2","200","2014-03-29 00:00:00"
"1010","81","2","386","2014-03-29 00:00:00"
"1011","72","2","400","2014-03-29 00:00:00"
"1012","70","2","300","2014-03-29 00:00:00"
"1013","13","2","3000","2014-03-29 00:00:00"
"1014","89","2","229","2014-03-29 00:00:00"
"1015","14","1","-322","2014-03-30 00:00:00"
"1016","44","1","-322","2014-03-30 00:00:00"
"1017","52","1","-643","2014-03-30 00:00:00"
"1018","64","1","-286","2014-03-30 00:00:00"
"1019","88","1","-322","2014-03-30 00:00:00"
"1020","64","1","571","2014-03-30 00:00:00"
"1021","14","1","643","2014-03-30 00:00:00"
"1022","25","1","500","2014-03-30 00:00:00"
"1023","11","1","500","2014-03-30 00:00:00"
"1024","33","1","400","2014-03-30 00:00:00"
"1025","55","1","1500","2014-03-30 00:00:00"
"1026","44","1","643","2014-03-30 00:00:00"
"1027","52","1","1286","2014-03-30 00:00:00"
"1028","87","2","100","2014-03-30 00:00:00"
"1029","72","2","200","2014-03-30 00:00:00"
"1030","13","2","1500","2014-03-30 00:00:00"
"1031","13","2","0","2014-03-30 00:00:00"
"1032","88","2","643","2014-03-30 00:00:00"
"1033","25","1","500","2014-03-31 00:00:00"
"1034","82","1","1214","2014-03-31 00:00:00"
"1035","34","1","73","2014-03-31 00:00:00"
"1036","28","1","125","2014-03-31 00:00:00"
"1037","45","1","143","2014-03-31 00:00:00"
"1038","41","1","500","2014-03-31 00:00:00"
"1039","67","1","500","2014-03-31 00:00:00"
"1040","38","1","625","2014-03-31 00:00:00"
"1041","37","1","1125","2014-03-31 00:00:00"
"1042","40","1","500","2014-03-31 00:00:00"
"1043","43","1","875","2014-03-31 00:00:00"
"1044","44","1","71","2014-03-31 00:00:00"
"1045","90","1","714","2014-03-31 00:00:00"
"1046","42","1","200","2014-03-31 00:00:00"
"1047","15","1","100","2014-03-31 00:00:00"
"1048","87","1","100","2014-03-31 00:00:00"
"1049","70","1","200","2014-03-31 00:00:00"
"1050","77","1","1429","2014-03-31 00:00:00"
"1051","78","1","1071","2014-03-31 00:00:00"
"1052","65","1","500","2014-03-31 00:00:00"
"1053","13","1","-1500","2014-04-01 00:00:00"
"1054","42","1","-7","2014-04-01 00:00:00"
"1055","72","2","-200","2014-04-01 00:00:00"
"1056","25","1","500","2014-04-01 00:00:00"
"1057","48","1","77","2014-04-01 00:00:00"
"1058","32","1","107","2014-04-01 00:00:00"
"1059","35","1","214","2014-04-01 00:00:00"
"1060","26","1","171","2014-04-01 00:00:00"
"1061","29","1","429","2014-04-01 00:00:00"
"1062","87","1","100","2014-04-01 00:00:00"
"1063","23","1","464","2014-04-01 00:00:00"
"1064","76","1","571","2014-04-01 00:00:00"
"1065","79","1","571","2014-04-01 00:00:00"
"1066","13","1","3000","2014-04-01 00:00:00"
"1067","9","1","371","2014-04-01 00:00:00"
"1068","10","1","371","2014-04-01 00:00:00"
"1069","8","1","450","2014-04-01 00:00:00"
"1070","8","1","0","2014-04-01 00:00:00"
"1071","72","1","-300","2014-04-02 00:00:00"
"1072","61","2","-309","2014-04-02 00:00:00"
"1073","73","2","-617","2014-04-02 00:00:00"
"1074","17","1","-643","2014-04-03 00:00:00"
"1075","27","1","-250","2014-04-03 00:00:00"
"1076","39","1","-322","2014-04-03 00:00:00"
"1077","61","1","-317","2014-04-03 00:00:00"
"1078","73","1","-634","2014-04-03 00:00:00"
"1079","13","2","-1500","2014-04-03 00:00:00"
"1080","25","2","-500","2014-04-03 00:00:00"
"1081","36","2","-94","2014-04-03 00:00:00"
"1082","70","2","-150","2014-04-03 00:00:00"
"1083","72","2","-400","2014-04-03 00:00:00"
"1084","80","2","-357","2014-04-03 00:00:00"
"1085","87","2","-100","2014-04-03 00:00:00"
"1086","25","1","1000","2014-04-03 00:00:00"
"1087","36","1","187","2014-04-03 00:00:00"
"1088","27","1","500","2014-04-03 00:00:00"
"1089","39","1","643","2014-04-03 00:00:00"
"1090","17","1","1286","2014-04-03 00:00:00"
"1091","87","1","200","2014-04-03 00:00:00"
"1092","80","1","714","2014-04-03 00:00:00"
"1093","70","1","300","2014-04-03 00:00:00"
"1094","13","1","-2250","2014-04-04 00:00:00"
"1095","72","1","-500","2014-04-04 00:00:00"
"1096","61","2","-325","2014-04-04 00:00:00"
"1097","73","2","-650","2014-04-04 00:00:00"
"1098","25","2","500","2014-04-04 00:00:00"
"1099","13","2","4500","2014-04-04 00:00:00"
"1100","87","2","100","2014-04-04 00:00:00"
"1101","72","2","1000","2014-04-04 00:00:00"
"1102","28","2","100","2014-04-04 00:00:00"
"1103","81","2","257","2014-04-04 00:00:00"
"1104","51","2","471","2014-04-04 00:00:00"
"1105","89","2","171","2014-04-04 00:00:00"
"1106","24","1","-607","2014-04-05 00:00:00"
"1107","73","1","-667","2014-04-05 00:00:00"
"1108","41","2","-313","2014-04-05 00:00:00"
"1109","61","2","-334","2014-04-05 00:00:00"
"1110","25","2","500","2014-04-05 00:00:00"
"1111","73","2","1333","2014-04-05 00:00:00"
"1112","16","2","350","2014-04-05 00:00:00"
"1113","13","2","1500","2014-04-05 00:00:00"
"1114","61","2","667","2014-04-05 00:00:00"
"1115","72","2","200","2014-04-05 00:00:00"
"1116","70","2","200","2014-04-05 00:00:00"
"1117","87","2","100","2014-04-05 00:00:00"
"1118","11","1","-250","2014-04-06 00:00:00"
"1119","30","1","-52","2014-04-06 00:00:00"
"1120","33","1","-200","2014-04-06 00:00:00"
"1121","88","1","-250","2014-04-06 00:00:00"
"1122","41","2","-375","2014-04-06 00:00:00"
"1123","25","1","500","2014-04-06 00:00:00"
"1124","33","1","400","2014-04-06 00:00:00"
"1125","55","1","1500","2014-04-06 00:00:00"
"1126","64","1","500","2014-04-06 00:00:00"
"1127","41","1","750","2014-04-06 00:00:00"
"1128","87","1","100","2014-04-06 00:00:00"
"1129","14","1","500","2014-04-06 00:00:00"
"1130","72","1","200","2014-04-06 00:00:00"
"1131","72","1","-100","2014-04-07 00:00:00"
"1132","11","2","-286","2014-04-07 00:00:00"
"1133","52","2","-572","2014-04-07 00:00:00"
"1134","88","2","-286","2014-04-07 00:00:00"
"1135","25","1","-500","2014-04-08 00:00:00"
"1136","29","1","-250","2014-04-08 00:00:00"
"1137","40","1","-286","2014-04-08 00:00:00"
"1138","44","1","-286","2014-04-08 00:00:00"
"1139","52","1","-643","2014-04-08 00:00:00"
"1140","11","2","-322","2014-04-08 00:00:00"
"1141","13","2","-2250","2014-04-08 00:00:00"
"1142","15","2","-57","2014-04-08 00:00:00"
"1143","26","2","-100","2014-04-08 00:00:00"
"1144","70","2","-150","2014-04-08 00:00:00"
"1145","72","2","-200","2014-04-08 00:00:00"
"1146","88","2","-322","2014-04-08 00:00:00"
"1147","11","1","-357","2014-04-09 00:00:00"
"1148","13","1","-3000","2014-04-09 00:00:00"
"1149","25","1","-750","2014-04-09 00:00:00"
"1150","26","1","-115","2014-04-09 00:00:00"
"1151","70","1","-200","2014-04-09 00:00:00"
"1152","72","1","-300","2014-04-09 00:00:00"
"1153","87","1","-150","2014-04-09 00:00:00"
"1154","29","2","-286","2014-04-09 00:00:00"
"1155","40","2","-322","2014-04-09 00:00:00"
"1156","44","2","-322","2014-04-09 00:00:00"
"1157","52","2","-715","2014-04-09 00:00:00"
"1158","88","2","-357","2014-04-09 00:00:00"
"1159","40","1","643","2014-04-09 00:00:00"
"1160","44","1","643","2014-04-09 00:00:00"
"1161","11","1","714","2014-04-09 00:00:00"
"1162","52","1","1429","2014-04-09 00:00:00"
"1163","87","1","300","2014-04-09 00:00:00"
"1164","25","1","1500","2014-04-09 00:00:00"
"1165","70","1","400","2014-04-09 00:00:00"
"1166","72","1","600","2014-04-09 00:00:00"
"1167","26","2","229","2014-04-09 00:00:00"
"1168","29","2","571","2014-04-09 00:00:00"
"1169","13","2","6000","2014-04-09 00:00:00"
"1170","88","2","714","2014-04-09 00:00:00"
"1171","25","1","500","2014-04-10 00:00:00"
"1172","27","1","500","2014-04-10 00:00:00"
"1173","25","1","0","2014-04-10 00:00:00"
"1174","41","1","500","2014-04-10 00:00:00"
"1175","67","1","714","2014-04-10 00:00:00"
"1176","87","1","100","2014-04-10 00:00:00"
"1177","72","1","200","2014-04-10 00:00:00"
"1178","15","1","-79","2014-04-11 00:00:00"
"1179","24","1","-822","2014-04-11 00:00:00"
"1180","28","1","-88","2014-04-11 00:00:00"
"1181","89","1","-100","2014-04-11 00:00:00"
"1182","13","2","-1500","2014-04-11 00:00:00"
"1183","75","2","-225","2014-04-11 00:00:00"
"1184","90","2","-393","2014-04-11 00:00:00"
"1185","38","1","1375","2014-04-11 00:00:00"
"1186","87","1","100","2014-04-11 00:00:00"
"1187","25","1","500","2014-04-11 00:00:00"
"1188","54","1","120","2014-04-11 00:00:00"
"1189","30","1","120","2014-04-11 00:00:00"
"1190","37","1","1375","2014-04-11 00:00:00"
"1191","90","1","786","2014-04-11 00:00:00"
"1192","13","1","3000","2014-04-11 00:00:00"
"1193","43","1","1375","2014-04-11 00:00:00"
"1194","28","2","175","2014-04-11 00:00:00"
"1195","15","2","157","2014-04-11 00:00:00"
"1196","81","2","300","2014-04-11 00:00:00"
"1197","70","2","200","2014-04-11 00:00:00"
"1198","89","2","200","2014-04-11 00:00:00"
"1199","70","2","0","2014-04-11 00:00:00"
"1200","54","1","-2","2014-04-12 00:00:00"
"1201","72","1","-200","2014-04-12 00:00:00"
"1202","76","1","-393","2014-04-12 00:00:00"
"1203","24","2","-857","2014-04-12 00:00:00"
"1204","8","1","-300","2014-04-13 00:00:00"
"1205","16","1","-200","2014-04-13 00:00:00"
"1206","18","1","-375","2014-04-13 00:00:00"
"1207","25","1","-500","2014-04-13 00:00:00"
"1208","66","1","-242","2014-04-13 00:00:00"
"1209","69","1","-357","2014-04-13 00:00:00"
"1210","75","1","-242","2014-04-13 00:00:00"
"1211","87","1","-100","2014-04-13 00:00:00"
"1212","13","2","-1500","2014-04-13 00:00:00"
"1213","24","2","-893","2014-04-13 00:00:00"
"1214","72","2","-300","2014-04-13 00:00:00"
"1215","76","2","-429","2014-04-13 00:00:00"
"1216","87","2","200","2014-04-13 00:00:00"
"1217","13","2","3000","2014-04-13 00:00:00"
"1218","72","2","600","2014-04-13 00:00:00"
"1219","20","2","143","2014-04-13 00:00:00"
"1220","24","2","1786","2014-04-13 00:00:00"
"1221","8","2","600","2014-04-13 00:00:00"
"1222","70","2","200","2014-04-13 00:00:00"
"1223","76","2","857","2014-04-13 00:00:00"
"1224","14","2","500","2014-04-13 00:00:00"
"1225","64","2","500","2014-04-13 00:00:00"
"1226","33","2","400","2014-04-13 00:00:00"
"1227","25","2","1000","2014-04-13 00:00:00"
"1228","18","2","750","2014-04-13 00:00:00"
"1229","18","2","0","2014-04-13 00:00:00"
"1230","72","2","-100","2014-04-14 00:00:00"
"1231","25","1","500","2014-04-14 00:00:00"
"1232","78","1","1000","2014-04-14 00:00:00"
"1233","80","1","786","2014-04-14 00:00:00"
"1234","41","1","500","2014-04-14 00:00:00"
"1235","55","1","-965","2014-04-15 00:00:00"
"1236","72","1","-200","2014-04-15 00:00:00"
"1237","75","1","-259","2014-04-15 00:00:00"
"1238","63","2","-250","2014-04-15 00:00:00"
"1239","66","2","-259","2014-04-15 00:00:00"
"1240","69","2","-393","2014-04-15 00:00:00"
"1241","25","1","-500","2014-04-16 00:00:00"
"1242","55","1","-1072","2014-04-16 00:00:00"
"1243","63","1","-259","2014-04-16 00:00:00"
"1244","75","1","-267","2014-04-16 00:00:00"
"1245","13","2","-2250","2014-04-16 00:00:00"
"1246","26","2","-100","2014-04-16 00:00:00"
"1247","66","2","-267","2014-04-16 00:00:00"
"1248","69","2","-411","2014-04-16 00:00:00"
"1249","70","2","-150","2014-04-16 00:00:00"
"1250","72","2","-300","2014-04-16 00:00:00"
"1251","87","2","-150","2014-04-16 00:00:00"
"1252","25","1","1000","2014-04-16 00:00:00"
"1253","66","1","533","2014-04-16 00:00:00"
"1254","33","1","171","2014-04-16 00:00:00"
"1255","35","1","214","2014-04-16 00:00:00"
"1256","32","1","107","2014-04-16 00:00:00"
"1257","75","1","533","2014-04-16 00:00:00"
"1258","9","1","429","2014-04-16 00:00:00"
"1259","81","1","214","2014-04-16 00:00:00"
"1260","70","1","300","2014-04-16 00:00:00"
"1261","26","1","200","2014-04-16 00:00:00"
"1262","29","1","500","2014-04-16 00:00:00"
"1263","27","1","429","2014-04-16 00:00:00"
"1264","28","1","125","2014-04-16 00:00:00"
"1265","63","1","517","2014-04-16 00:00:00"
"1266","55","1","2143","2014-04-16 00:00:00"
"1267","31","1","133","2014-04-16 00:00:00"
"1268","38","1","625","2014-04-16 00:00:00"
"1269","37","1","625","2014-04-16 00:00:00"
"1270","69","1","821","2014-04-16 00:00:00"
"1271","43","1","625","2014-04-16 00:00:00"
"1272","45","1","457","2014-04-16 00:00:00"
"1273","87","1","300","2014-04-16 00:00:00"
"1274","23","1","536","2014-04-16 00:00:00"
"1275","13","1","4500","2014-04-16 00:00:00"
"1276","72","1","600","2014-04-16 00:00:00"
"1277","86","1","786","2014-04-17 00:00:00"
"1278","86","1","0","2014-04-17 00:00:00"
"1279","13","1","-1500","2014-04-18 00:00:00"
"1280","16","1","-325","2014-04-18 00:00:00"
"1281","25","1","-500","2014-04-18 00:00:00"
"1282","59","1","-150","2014-04-18 00:00:00"
"1283","72","1","-200","2014-04-18 00:00:00"
"1284","11","2","-322","2014-04-18 00:00:00"
"1285","40","2","-322","2014-04-18 00:00:00"
"1286","44","2","-322","2014-04-18 00:00:00"
"1287","52","2","-643","2014-04-18 00:00:00"
"1288","88","2","-322","2014-04-18 00:00:00"
"1289","25","2","1000","2014-04-18 00:00:00"
"1290","16","2","650","2014-04-18 00:00:00"
"1291","87","2","200","2014-04-18 00:00:00"
"1292","13","2","3000","2014-04-18 00:00:00"
"1293","88","2","643","2014-04-18 00:00:00"
"1294","11","2","643","2014-04-18 00:00:00"
"1295","51","2","600","2014-04-18 00:00:00"
"1296","72","2","400","2014-04-18 00:00:00"
"1297","70","2","200","2014-04-18 00:00:00"
"1298","89","2","200","2014-04-18 00:00:00"
"1299","52","2","1286","2014-04-18 00:00:00"
"1300","59","2","300","2014-04-18 00:00:00"
"1301","60","2","540","2014-04-18 00:00:00"
"1302","47","2","1467","2014-04-18 00:00:00"
"1303","65","2","1286","2014-04-18 00:00:00"
"1304","64","2","357","2014-04-18 00:00:00"
"1305","58","2","1200","2014-04-18 00:00:00"
"1306","58","2","0","2014-04-18 00:00:00"
"1307","56","2","1286","2014-04-18 00:00:00"
"1308","57","2","850","2014-04-18 00:00:00"
"1309","21","2","717","2014-04-18 00:00:00"
"1310","79","2","607","2014-04-18 00:00:00"
"1311","44","2","643","2014-04-18 00:00:00"
"1312","40","2","643","2014-04-18 00:00:00"
"1313","53","2","500","2014-04-18 00:00:00"
"1314","15","2","100","2014-04-18 00:00:00"
"1315","90","2","500","2014-04-18 00:00:00"
"1316","17","2","1071","2014-04-18 00:00:00"
"1317","74","2","1286","2014-04-18 00:00:00"
"1318","46","2","1071","2014-04-18 00:00:00"
"1319","50","2","1179","2014-04-18 00:00:00"
"1320","8","2","250","2014-04-18 00:00:00"
"1321","12","2","414","2014-04-18 00:00:00"
"1322","32","2","14","2014-04-18 00:00:00"
"1323","26","2","57","2014-04-18 00:00:00"
"1324","38","2","250","2014-04-18 00:00:00"
"1325","15","2","0","2014-04-18 00:00:00"
"1326","87","2","100","2014-04-19 00:00:00"
"1327","14","2","429","2014-04-19 00:00:00"
"1328","77","2","1357","2014-04-19 00:00:00"
"1329","22","2","1321","2014-04-19 00:00:00"
"1330","10","2","514","2014-04-19 00:00:00"
"1331","25","2","500","2014-04-19 00:00:00"
"1332","41","2","625","2014-04-19 00:00:00"
"1333","42","2","271","2014-04-19 00:00:00"
"1334","67","2","643","2014-04-19 00:00:00"
"1335","13","2","1500","2014-04-19 00:00:00"
"1336","72","2","200","2014-04-19 00:00:00"
"1337","82","1","-715","2014-04-20 00:00:00"
"1338","25","1","500","2014-04-20 00:00:00"
"1339","28","1","100","2014-04-20 00:00:00"
"1340","87","1","100","2014-04-20 00:00:00"
"1341","70","1","200","2014-04-20 00:00:00"
"1342","13","1","1500","2014-04-20 00:00:00"
"1343","82","1","1429","2014-04-20 00:00:00"
"1344","72","1","-200","2014-04-21 00:00:00"
"1345","19","2","-667","2014-04-21 00:00:00"
"1346","39","2","-322","2014-04-21 00:00:00"
"1347","49","2","-650","2014-04-21 00:00:00"
"1348","76","2","-286","2014-04-21 00:00:00"
"1349","49","2","1300","2014-04-21 00:00:00"
"1350","87","2","100","2014-04-21 00:00:00"
"1351","76","2","571","2014-04-21 00:00:00"
"1352","80","2","500","2014-04-21 00:00:00"
"1353","62","2","333","2014-04-21 00:00:00"
"1354","25","2","500","2014-04-21 00:00:00"
"1355","19","2","1333","2014-04-21 00:00:00"
"1356","13","2","1500","2014-04-21 00:00:00"
"1357","72","2","400","2014-04-21 00:00:00"
"1358","39","2","-340","2014-04-22 00:00:00"
"1359","29","1","429","2014-04-22 00:00:00"
"1360","27","1","429","2014-04-22 00:00:00"
"1361","55","1","1286","2014-04-22 00:00:00"
"1362","33","1","343","2014-04-22 00:00:00"
"1363","87","1","100","2014-04-22 00:00:00"
"1364","25","1","500","2014-04-22 00:00:00"
"1365","13","1","1500","2014-04-22 00:00:00"
"1366","72","1","200","2014-04-22 00:00:00"
"1367","39","2","679","2014-04-22 00:00:00"
"1368","70","1","200","2014-04-22 00:00:00"
"1369","81","2","257","2014-04-22 00:00:00"
"1370","38","1","625","2014-04-23 00:00:00"
"1371","25","1","500","2014-04-23 00:00:00"
"1372","68","1","850","2014-04-23 00:00:00"
"1373","41","1","500","2014-04-23 00:00:00"
"1374","37","1","875","2014-04-23 00:00:00"
"1375","45","1","200","2014-04-23 00:00:00"
"1376","43","1","875","2014-04-23 00:00:00"
"1377","16","1","250","2014-04-23 00:00:00"
"1378","87","1","100","2014-04-23 00:00:00"
"1379","8","1","250","2014-04-23 00:00:00"
"1380","9","1","200","2014-04-23 00:00:00"
"1381","13","2","-1500","2014-04-24 00:00:00"
"1382","72","2","-200","2014-04-24 00:00:00"
"1383","13","1","-2250","2014-04-25 00:00:00"
"1384","25","1","-500","2014-04-25 00:00:00"
"1385","26","1","-100","2014-04-25 00:00:00"
"1386","28","1","-63","2014-04-25 00:00:00"
"1387","40","1","-250","2014-04-25 00:00:00"
"1388","70","1","-150","2014-04-25 00:00:00"
"1389","72","1","-300","2014-04-25 00:00:00"
"1390","11","2","-250","2014-04-25 00:00:00"
"1391","15","2","-50","2014-04-25 00:00:00"
"1392","52","2","-500","2014-04-25 00:00:00"
"1393","64","2","-250","2014-04-25 00:00:00"
"1394","87","2","-100","2014-04-25 00:00:00"
"1395","88","2","-250","2014-04-25 00:00:00"
"1396","89","2","-100","2014-04-25 00:00:00"
"1397","11","1","-286","2014-04-26 00:00:00"
"1398","44","1","-286","2014-04-26 00:00:00"
"1399","52","1","-572","2014-04-26 00:00:00"
"1400","64","1","-286","2014-04-26 00:00:00"
"1401","88","1","-286","2014-04-26 00:00:00"
"1402","13","2","-3000","2014-04-26 00:00:00"
"1403","25","2","-750","2014-04-26 00:00:00"
"1404","26","2","-115","2014-04-26 00:00:00"
"1405","40","2","-286","2014-04-26 00:00:00"
"1406","70","2","-200","2014-04-26 00:00:00"
"1407","72","2","-400","2014-04-26 00:00:00"
"1408","87","2","-150","2014-04-26 00:00:00"
"1409","25","2","1500","2014-04-26 00:00:00"
